absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,fresh_snow_12h:cm,fresh_snow_24h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,pv_measurement
3.5,1.28,3365.25,74055.95,15.75,117.399994,0.0,269.125,13.875,66562.48,0.47500002,2733.325,100.0,0.0,0.0,1.0,0.25,993.95,0.0,980.975,987.225,0.0,0.0,85.25,993.475,195.0075,2.10625,0.0,274.5,100.0,28876550.0,1.475,0.2,1.45,35.2
3.525,1.28075,3500.85,29303.475,1.575,139.275,0.0,269.075,1.8,28258.95,0.0,858.25,100.0,0.0,0.0,0.5,1.0,993.75,0.0,980.825,987.05,0.0,0.0,85.525,993.3,208.57225,-0.38175,0.0,274.725,100.0,32461024.0,1.3,0.2,1.3,3.9600000000000004
3.4,1.284,3965.6501,587.02496,0.0,419.5,0.0,268.75,0.0,3263.9749,0.0,0.0,95.425,0.0,0.0,0.0,1.0,993.525,0.0,980.6,986.85,0.0,0.0,85.475,993.1,221.8245,-4.2442503,0.0,274.7,95.425,32708724.0,1.375,0.25,1.3499999,0.0
3.3,1.28675,4665.5,0.0,0.0,760.875,-0.25,268.325,0.0,0.0,0.0,0.0,89.1,0.0,0.0,0.0,1.0,993.275,0.0,980.45,986.65,0.175,0.0,85.55,992.95,234.77325,-9.247,0.0,274.475,89.1,30981750.0,1.55,0.375,1.5,0.0
3.275,1.2865,4566.15,0.0,0.0,612.525,-1.0,268.325,0.0,0.0,0.0,0.0,94.05,0.0,0.0,0.0,1.0,993.0,0.0,980.15,986.45,7.875,0.0,86.05,992.65,247.5545,-15.11575,0.0,274.4,94.1,32323526.0,1.7,0.5,1.6,0.0
3.4250002,1.2822499,4335.5,0.0,0.0,609.6,-1.0,268.8,0.0,0.0,0.0,0.0,98.8,0.0,0.0,0.0,1.0,992.725,0.0,979.85,986.075,12.5,0.0,85.1,992.325,260.42377,-21.553999,0.0,274.35,98.95,36876500.0,1.45,0.6,1.325,0.0
3.35,1.2815,4150.5,0.0,0.0,516.7,-1.0,268.425,0.0,0.0,0.0,0.0,99.8,0.22500001,0.22500001,0.0,1.0,992.525,0.0,979.6,985.85,14.575,0.0,82.15,992.07495,273.75174,-28.24175,0.0,273.8,99.9,31737050.0,1.15,0.9,0.65,0.0
3.2,1.2835,3503.5,0.0,0.0,888.025,-0.75,267.9,0.0,0.0,0.0,0.0,99.6,0.75,0.75,0.0,1.0,992.5,0.0,979.55,985.775,6.425,0.0,81.875,992.025,288.0185,-34.81575,0.0,273.375,99.95,18760700.0,1.625,1.275,0.975,0.0
3.3,1.2804999,3111.2,0.0,0.0,1672.9,0.0,268.375,0.0,0.0,0.0,0.0,99.25,1.35,1.35,0.0,1.0,992.45,0.0,979.55,985.75,0.0,0.0,84.275,992.0,303.78375,-40.83675,0.05,273.65,99.95,11426975.0,2.35,1.15,1.9749999,0.0
3.3,1.27825,2379.35,0.0,0.0,1410.6001,0.0,268.3,0.0,0.0,0.0,0.0,99.7,2.4,2.4,0.0,1.0,992.25,2.25,979.35,985.55,0.0,0.0,83.899994,991.8,321.552,-45.7585,0.1,274.125,100.0,8183550.0,2.575,0.85,2.45,0.0
3.35,1.2745,1908.15,0.0,0.0,1201.475,0.0,268.34998,0.0,0.0,0.0,0.0,99.95,3.45,3.45,0.0,1.0,992.1,3.0,979.2,985.4,0.0,0.0,82.25,991.625,341.418,-48.95425,0.15,274.15002,100.0,7892950.0,2.475,0.775,2.325,0.0
3.475,1.271,1025.45,0.0,0.0,783.55,0.0,268.8,0.0,0.0,0.0,0.0,100.0,3.7,3.7,0.0,1.0,991.95,0.75,979.05,985.225,0.0,0.0,81.35,991.45,182.62051,-49.88425,0.275,274.05,100.0,11203200.0,2.675,1.1,2.425,0.0
2.85,1.2925,6279.375,0.0,0.0,612.9,-1.0,266.55,0.0,0.0,0.0,0.0,56.65,0.0,0.0,0.0,1.0,991.475,0.0,978.65,984.85,19.55,0.0,85.8,991.15,22.11325,-48.559,0.0,272.875,83.625,19358150.0,2.15,0.57500005,2.0749998,0.0
2.875,1.292,5926.7,0.0,0.0,102.35,-1.0,266.625,0.0,0.0,0.0,0.0,68.2,0.0,0.0,0.0,1.0,991.3,0.0,978.42505,984.675,10.775,0.0,86.85,990.975,41.64675,-45.023,0.0,273.35,96.95,18798000.0,2.025,0.625,1.95,0.0
2.8,1.29075,3129.025,0.0,0.0,106.2,-0.5,266.475,0.0,0.0,0.0,0.0,88.675,0.0,0.0,0.0,1.0,991.35,0.0,978.42505,984.7,2.075,0.0,87.2,991.0,59.0475,-39.8695,0.0,273.325,99.825005,19734276.0,1.9,0.8,1.725,0.0
2.9,1.288,597.975,0.0,0.0,166.3,0.0,266.5,0.0,0.0,0.0,0.0,98.1,0.0,0.0,0.0,1.0,991.275,0.0,978.325,984.6,0.0,0.0,87.35,990.9,74.51625,-33.71825,0.05,273.7,99.975,18557824.0,2.25,0.95,2.1,0.0
2.9250002,1.2839999,460.925,0.0,0.0,265.95,0.0,266.725,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,991.35,0.0,978.4,984.65,0.0,0.0,86.775,990.9,88.58375,-27.09625,0.15,273.4,100.0,14579325.0,2.15,1.2,1.8,0.0
3.05,1.27925,417.625,0.0,0.0,211.70001,0.0,267.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,991.6,0.0,978.65,984.85,0.0,0.0,85.7,991.075,101.802246,-20.427,0.2,272.825,100.0,10724950.0,1.8499999,1.3,1.3249999,0.0
3.275,1.27625,485.4,0.0,0.0,138.8,0.0,268.05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,992.05,0.0,978.95,985.175,0.0,0.0,87.1,991.425,114.63325,-14.0645,0.2,272.925,100.0,8344125.0,1.975,1.2,1.55,0.0
3.575,1.27325,684.85,0.0,0.0,171.075,0.0,269.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,992.475,0.0,979.45,985.65,0.0,0.0,90.075,991.85,127.428,-8.324,0.2,273.6,100.0,9358500.0,2.025,0.975,1.775,0.0
3.875,1.271,1156.625,0.0,0.0,213.45,0.0,270.25,0.0,0.0,0.0,0.0,99.95,0.0,0.0,0.0,1.0,993.025,0.0,980.025,986.2,0.0,0.0,93.0,992.45,140.42224,-3.49775,0.15,274.05,100.0,12984150.0,1.875,0.8,1.7,0.0
4.025,1.2695,1776.2,2245.65,3.275,233.65,0.0,270.75,2.275,4109.325,0.0,0.0,98.75,0.0,0.0,0.5,1.0,993.45,0.0,980.425,986.6,0.0,0.0,93.55,992.825,153.73074,0.14475,0.025,274.4,99.65,24439576.0,1.8249999,0.65,1.7,0.0
4.1,1.269,2502.6,38195.3,17.825,356.95,0.0,270.9,13.675,28693.55,0.82500005,1468.85,93.525,0.0,0.0,1.0,0.25,993.75,0.0,980.825,987.0,0.0,0.0,92.95,993.25,167.34024,2.3782501,0.0,274.525,95.225,30778524.0,1.675,0.7,1.525,6.16
4.05,1.269,3039.225,78048.625,23.4,503.82498,0.0,270.8,18.775,58377.85,2.1,5263.375,92.95,0.3,0.3,1.0,0.0,994.1,0.0,981.125,987.3,0.0,0.0,91.675,993.525,181.126,3.052,0.0,274.6,94.05,29520024.0,1.4,0.8,1.1500001,23.759999999999998
3.975,1.27125,3739.25,74205.55,15.825,696.5,0.0,270.55,14.275,59443.375,0.90000004,5378.525,92.95,0.4,0.4,1.0,0.25,994.45,0.0,981.45,987.65,0.0,0.0,90.55,993.875,194.89474,2.11775,0.0,274.67502,99.1,25382750.0,1.4,1.05,0.925,17.16
3.9,1.2745,5202.1,29693.3,1.625,689.975,0.0,270.3,1.775,28845.725,0.0,1584.025,78.325005,0.4,0.4,0.5,1.0,995.0,0.0,982.0,988.225,0.0,0.0,91.15,994.45,208.461,-0.35825,0.0,274.5,97.9,20281824.0,1.25,1.175,0.35000002,0.0
3.9250002,1.276,4434.1,661.05,0.0,374.4,0.0,270.45,0.0,3195.925,0.0,0.0,72.25,0.4,0.4,0.0,1.0,995.625,0.0,982.65,988.875,0.0,0.0,92.05,995.125,221.71574,-4.2105,0.0,274.075,90.35,13082200.0,0.85,0.725,-0.375,0.0
3.95,1.2785,1721.775,0.0,0.0,640.95,-0.5,270.55,0.0,0.0,0.0,0.0,84.4,0.4,0.4,0.0,1.0,996.25,0.0,983.275,989.5,34.525,0.0,94.15,995.75,234.66624,-9.20475,0.0,273.45,91.4,12292525.0,0.575,0.35,-0.425,0.0
3.65,1.28475,3824.575,0.0,0.0,648.85,-1.0,269.625,0.0,0.0,0.0,0.0,95.725006,0.4,0.4,0.0,1.0,996.8,0.0,983.75,989.95,90.4,0.0,94.55,996.25,247.448,-15.0675,0.0,273.125,99.0,6944825.0,0.84999996,0.525,0.65,0.0
3.3,1.291,3782.5,0.0,0.0,453.175,-1.0,268.375,0.0,0.0,0.0,0.0,92.45,0.4,0.4,0.0,1.0,997.1,0.0,984.075,990.35,61.45,0.0,94.5,996.675,260.315,-21.50175,0.0,273.125,94.7,600650.0,1.75,1.025,1.425,0.0
3.275,1.2925,455.4706,0.0,0.0,66.45,-1.0,268.275,0.0,0.0,0.0,0.0,92.475,0.4,0.4,0.0,1.0,997.35,0.0,984.425,990.7,15.15,0.0,94.725,997.025,273.6375,-28.188751,0.0,273.2,92.55,269700.0,2.05,1.3,1.6,0.0
3.15,1.295,28.8,0.0,0.0,28.875,0.0,267.8,0.0,0.0,0.0,0.0,97.649994,0.4,0.4,0.0,1.0,997.75,0.0,984.75,991.05,0.0,0.0,96.1,997.35,287.89426,-34.76575,0.0,273.075,97.649994,270300.0,2.3,1.425,1.8,0.0
3.0749998,1.2975,28.824999,0.0,0.0,31.324999,0.0,267.45,0.0,0.0,0.0,0.0,99.35,0.4,0.4,0.0,1.0,998.075,0.0,985.075,991.375,0.0,0.0,96.4,997.7,303.64526,-40.7935,0.0,272.65,99.35,4012400.0,2.325,1.5,1.8,0.0
2.975,1.2995,28.824999,0.0,0.0,36.8,0.0,267.075,0.0,0.0,0.0,0.0,96.15,0.4,0.4,0.0,1.0,998.425,0.0,985.35,991.65,0.0,0.0,96.2,998.0,321.39575,-45.72675,0.0,271.925,96.15,10342950.0,2.425,1.5,1.9,0.0
2.9,1.302,28.75,0.0,0.0,39.1,0.0,266.675,0.0,0.0,0.0,0.0,94.375,0.4,0.4,0.0,1.0,998.725,0.0,985.625,991.95,0.0,0.0,95.925,998.275,341.24652,-48.93975,0.0,271.0,94.375,10023675.0,2.725,1.425,2.325,0.0
2.8,1.303,253.65,0.0,0.0,38.225,0.0,266.5,0.0,0.0,0.0,0.0,96.3,0.1,0.4,0.0,1.0,998.9,0.0,985.7,992.0,0.0,0.0,95.875,998.35,182.44475,-49.8895,0.0,270.225,96.3,9881050.0,2.8,1.4,2.4,0.0
2.7,1.305,2049.575,0.0,0.0,377.45,0.0,265.9,0.0,0.0,0.0,0.0,98.3,0.0,1.325,0.0,1.0,998.4,0.0,985.25,991.6,0.0,0.0,94.925,997.95,21.94325,-48.5745,0.0,270.4,98.325,11071375.0,2.4,1.1500001,2.15,0.0
2.7,1.305,2572.5,0.0,0.0,153.8,0.0,265.8,0.0,0.0,0.0,0.0,98.225,0.0,1.325,0.0,1.0,998.475,0.0,985.35,991.675,0.0,0.0,94.225,998.05,41.49225,-45.05475,0.0,270.55,98.275,8034725.0,2.525,0.95,2.35,0.0
2.7,1.30425,3869.9,0.0,0.0,662.2,0.0,265.8,0.0,0.0,0.0,0.0,96.4,0.15,1.475,0.0,1.0,998.25,0.0,985.2,991.5,0.0,0.0,92.55,997.875,58.910248,-39.9125,0.0,270.75,96.5,12402200.0,2.6,0.825,2.475,0.0
2.65,1.303,4665.75,0.0,0.0,959.1,0.0,265.675,0.0,0.0,0.0,0.0,94.875,0.2,1.525,0.0,1.0,998.07495,0.0,984.95,991.3,0.0,0.0,90.425,997.65,74.392746,-33.767,0.0,270.6,94.9,23695500.0,2.65,0.92499995,2.475,0.0
2.6,1.30025,3383.6,0.0,0.0,407.1,0.0,265.5,0.0,0.0,0.0,0.0,96.3,0.2,0.975,0.0,1.0,997.85,0.0,984.725,991.05,0.0,0.0,87.15,997.35,88.46975,-27.147251,0.0,270.525,96.3,32749676.0,3.325,1.35,3.05,0.0
2.75,1.29275,1651.875,0.0,0.0,392.65,0.0,266.15,0.0,0.0,0.0,0.0,94.75,0.2,0.475,0.0,1.0,997.65,0.0,984.55,990.85,0.0,0.0,82.875,997.175,101.69275,-20.4765,0.0,271.0,94.775,26240100.0,4.25,2.525,3.4,0.0
3.25,1.28475,2060.025,0.0,0.0,457.55,0.0,267.875,0.0,0.0,0.0,0.0,91.5,0.875,1.15,0.0,1.0,998.15,2.25,985.075,991.325,0.0,0.0,82.4,997.6,114.52575,-14.1105,0.0,271.825,91.6,11233975.0,4.05,3.325,2.275,0.0
3.5,1.27975,2931.7002,0.0,0.0,548.775,0.0,268.975,0.0,0.0,0.0,0.0,93.6,2.15,2.425,0.0,1.0,999.15,3.0,986.125,992.35,0.0,0.0,81.175,998.6,127.32001,-8.363,0.0,272.5,93.6,9822475.0,3.125,3.05,0.35000002,0.0
3.5749998,1.279,3333.5,0.0,0.0,703.5,0.0,269.15,0.0,0.0,0.0,0.0,75.35,2.725,3.0,0.0,1.0,999.85,0.75,986.8,993.025,0.0,0.0,81.2,999.275,140.3125,-3.5279999,0.0,272.7,75.35,19719600.0,3.175,3.15,0.35000002,0.0
3.55,1.2804999,1471.4316,2185.625,3.225,902.25,0.0,269.0,3.075,5534.8,0.0,0.0,73.725,3.475,3.475,0.5,1.0,1000.3,2.25,987.15,993.4,0.0,0.0,82.525,999.675,153.61874,0.125,0.0,272.4,73.725,25402624.0,3.3,3.1,0.975,0.44
3.275,1.284,1186.6,37909.05,17.8,599.5,0.0,268.05,16.525,35291.2,1.85,3328.45,82.95,4.075,4.075,1.0,0.25,1000.75,0.75,987.55,993.8,0.0,0.0,81.3,1000.1,167.227,2.3709998,0.0,271.7,82.95,25389024.0,3.85,3.65,1.325,31.020000000000003
3.175,1.28575,1398.7,78045.84,23.425,678.0,0.0,267.65002,19.8,65402.523,3.975,10517.25,63.225002,4.8,4.8,1.0,0.0,1000.95,0.0,987.7,993.975,0.0,0.0,81.05,1000.25,181.012,3.058,0.0,271.275,63.225002,31766750.0,4.125,3.45,2.3,39.82000000000001
3.1,1.2874999,2446.7432,74587.73,15.95,818.25,0.0,267.475,13.7,60249.85,3.025,12653.6,47.675003,5.0,5.0,1.0,0.25,1001.125,0.0,987.875,994.125,0.0,0.0,81.4,1000.425,194.7825,2.13675,0.0,271.1,47.675003,25674176.0,4.25,3.3,2.7,15.620000000000001
3.1,1.2905,2703.2175,30263.375,1.75,1081.175,0.0,267.34998,1.7,27678.701,0.0,5464.775,45.7,5.0,5.0,0.5,1.0,1001.325,0.0,988.125,994.4,0.0,0.0,82.6,1000.725,208.352,-0.32700002,0.0,271.0,45.7,31627800.0,4.45,3.1,3.175,2.64
3.1,1.294,3079.7715,760.875,0.0,1467.2,0.0,267.3,0.0,3075.0,0.0,0.0,33.95,4.8500004,5.0,0.0,1.0,1001.5,0.0,988.35,994.65,0.0,0.0,83.15,1000.975,221.6095,-4.169,0.0,270.85,33.95,38583250.0,4.725,3.15,3.5,0.0
3.05,1.29725,3349.5933,0.0,0.0,1743.8082,0.0,267.3,0.0,0.0,0.0,0.0,10.325,4.8,5.0,0.0,1.0,1001.525,0.0,988.525,994.8,0.0,0.0,83.65,1001.125,234.56274,-9.15525,0.0,270.625,10.325,42572450.0,5.0,3.35,3.7,0.0
3.0,1.299,3153.102,0.0,0.0,1542.375,0.0,267.05,0.0,0.0,0.0,0.0,22.2,4.8,5.0,0.0,1.0,1001.6,0.0,988.525,994.85,0.0,0.0,83.95,1001.15,247.34525,-15.012,0.0,270.5,22.2,35858276.0,5.025,3.3,3.825,0.0
2.9,1.299,2584.5764,0.0,0.0,959.55,0.0,266.725,0.0,0.0,0.0,0.0,31.0,4.8,5.0,0.0,1.0,1001.6,0.0,988.45,994.75,0.0,0.0,82.95,1001.1,260.21027,-21.44325,0.0,270.32498,31.0,32691224.0,5.35,3.4,4.125,0.0
2.9,1.2995,2322.42,0.0,0.0,690.8,0.0,266.55,0.0,0.0,0.0,0.0,15.525,4.1,5.0,0.0,1.0,1001.65,0.0,988.55,994.85,0.0,0.0,81.55,1001.2,273.52725,-28.129,0.0,270.2,15.75,43409300.0,5.5,3.45,4.275,0.0
2.9,1.29925,5016.527,0.0,0.0,1059.5083,0.0,266.65002,0.0,0.0,0.0,0.0,22.575,2.825,5.0,0.0,1.0,1001.95,0.0,988.85,995.15,0.0,0.0,81.625,1001.45,287.77402,-34.708748,0.0,270.25,24.6,46939676.0,5.3,3.2,4.275,0.0
2.9,1.298,5423.5,0.0,0.0,869.775,0.0,266.775,0.0,0.0,0.0,0.0,56.225,2.275,5.0,0.0,1.0,1002.35,0.0,989.175,995.475,0.0,0.0,81.775,1001.8,303.51025,-40.742752,0.0,270.4,58.100002,45608224.0,5.3,3.0749998,4.4,0.0
2.975,1.2965,4994.2,0.0,0.0,1310.2,0.0,266.875,0.0,0.0,0.0,0.0,74.175,1.525,5.0,0.0,1.0,1002.75,0.0,989.55,995.85,0.0,0.0,81.0,1002.15,321.24277,-45.68725,0.0,270.525,74.875,43498400.0,5.45,3.15,4.45,0.0
3.0,1.29575,4831.3,0.0,0.0,1497.05,0.0,267.025,0.0,0.0,0.0,0.0,66.5,0.90000004,5.0,0.0,1.0,1003.1,0.0,989.9,996.2,0.0,0.0,80.3,1002.525,341.077,-48.916748,0.0,270.65002,67.85,42714176.0,5.625,3.45,4.475,0.0
3.0749998,1.295,1043.4988,0.0,0.0,553.6,0.0,267.3,0.0,0.0,0.0,0.0,56.825,0.2,5.0,0.0,1.0,1003.4,0.0,990.25,996.55,0.0,0.0,79.7,1002.85,182.2685,-49.887,0.0,270.75,56.975,44595000.0,5.6,3.425,4.4,0.0
2.9,1.303,3378.4834,0.0,0.0,1773.425,0.0,266.65002,0.0,0.0,0.0,0.0,42.775,1.0,4.425,0.0,1.0,1004.45,0.0,991.275,997.6,0.0,0.0,82.7,1003.975,21.771,-48.5825,0.0,270.2,42.775,38251000.0,4.375,2.7,3.45,0.0
2.9,1.303,2935.3538,0.0,0.0,1319.15,0.0,266.6,0.0,0.0,0.0,0.0,57.775,0.9,4.425,0.0,1.0,1004.75,0.0,991.525,997.875,0.0,0.0,82.9,1004.2,41.334,-45.079002,0.0,270.15002,57.775,34267900.0,4.4,2.775,3.45,0.0
2.9,1.30375,2553.194,0.0,0.0,1472.3251,0.0,266.65002,0.0,0.0,0.0,0.0,52.125,0.9,4.425,0.0,1.0,1004.875,0.0,991.7,998.05,0.0,0.0,83.075,1004.4,58.7685,-39.947998,0.0,270.1,52.125,33681576.0,4.475,2.675,3.6,0.0
2.9,1.303,2328.7,0.0,0.0,1214.5,0.0,266.7,0.0,0.0,0.0,0.0,60.225,0.675,4.425,0.0,1.0,1005.025,0.0,991.85,998.2,0.0,0.0,82.925,1004.55,74.265,-33.809002,0.0,270.17502,60.225,33032800.0,4.375,2.6,3.5,0.0
2.9,1.303,2676.3677,0.0,0.0,1053.65,0.0,266.67502,0.0,0.0,0.0,0.0,59.7,0.6,4.425,0.0,1.0,1005.15,0.0,992.05,998.375,0.0,0.0,82.475,1004.75,88.35075,-27.191,0.0,270.17502,59.7,30123700.0,4.4,2.6,3.6,0.0
2.9,1.30325,2524.9023,0.0,0.0,898.375,0.0,266.6,0.0,0.0,0.0,0.0,59.7,0.15,4.425,0.0,1.0,1005.3,0.0,992.15,998.5,0.0,0.0,82.625,1004.825,101.57975,-20.5195,0.0,270.1,59.7,29624876.0,4.4,2.5,3.625,0.0
2.9,1.3045,2819.7153,0.0,0.0,910.3,0.0,266.6,0.0,0.0,0.0,0.0,52.1,0.0,4.425,0.0,1.0,1005.55,0.0,992.375,998.7,0.0,0.0,83.05,1005.075,114.41475,-14.14875,0.0,270.0,52.1,32947500.0,4.275,2.275,3.625,0.0
2.875,1.30475,2880.0,0.0,0.0,740.375,0.0,266.475,0.0,0.0,0.0,0.0,48.2,0.0,4.2,0.0,1.0,1006.0,0.0,992.85,999.15,0.0,0.0,83.1,1005.55,127.209,-8.395,0.0,270.0,48.2,36614900.0,4.2,2.175,3.5749998,0.0
2.8,1.3034999,2424.1123,0.0,0.0,795.05,0.0,266.4,0.0,0.0,0.0,0.0,51.2,0.0,4.2,0.0,1.0,1006.5,0.0,993.175,999.55,0.0,0.0,83.25,1005.925,140.20026,-3.5515,0.0,270.0,51.2,37000600.0,4.25,2.125,3.7,0.0
2.875,1.30225,2483.6646,2151.3499,3.1750002,856.1,0.0,266.4,3.1,5579.775,0.0,0.0,53.8,0.0,4.2,0.5,1.0,1006.95,0.0,993.55,999.95,0.0,0.0,83.3,1006.3,153.505,0.113000005,0.0,270.0,53.8,36585050.0,4.3,2.225,3.65,4.84
2.9,1.3015001,2418.211,37804.977,17.775,789.0,0.0,266.55,16.25,34796.0,6.275,11331.199,56.175,0.0,3.4,1.0,0.25,1007.35,0.0,994.025,1000.35,0.0,0.0,82.825,1006.75,167.11224,2.3715,0.0,270.075,56.175,35886250.0,4.3,2.3,3.6,53.239999999999995
2.9250002,1.3,2412.7969,78279.55,23.575,783.45,0.0,266.75,21.975,68793.27,7.625,25087.4,64.55,0.0,1.7249999,1.0,0.0,1007.75,0.0,994.45,1000.775,0.0,0.0,81.3,1007.15,180.89825,3.07125,0.0,270.25,64.55,39907250.0,4.225,2.3,3.5749998,29.040000000000003
3.0,1.299,2536.169,75203.58,16.15,909.925,0.0,266.84998,15.525,67510.75,3.85,20646.324,65.8,0.0,1.0,1.0,0.25,1008.15,0.0,994.85,1001.15,0.0,0.0,79.95,1007.55,194.671,2.1635,0.0,270.4,65.8,42602176.0,4.1,2.15,3.5,52.14
2.9250002,1.30075,2623.4976,31013.7,1.875,999.44995,0.0,266.65,1.85,31295.324,0.0,6890.125,53.7,0.0,0.9,0.5,1.0,1008.55,0.0,995.225,1001.55,0.0,0.0,79.4,1007.95,208.24425,-0.28825003,0.0,270.375,53.7,48228976.0,3.9,1.775,3.5,2.2
2.825,1.3045,2637.4468,886.4,0.0,1013.75,0.0,266.25,0.0,3361.65,0.0,0.0,38.025,0.0,0.9,0.0,1.0,1008.9,0.0,995.55,1001.95,0.0,0.0,78.725,1008.35,221.506,-4.12,0.0,270.15,38.025,51444900.0,3.9,1.55,3.6,0.0
2.725,1.30925,2485.9082,0.0,0.0,858.4,0.0,265.825,0.0,0.0,0.0,0.0,36.15,0.0,0.675,0.0,1.0,1009.15,0.0,995.95,1002.325,0.0,0.0,77.95,1008.7,234.46225,-9.0985,0.0,269.875,36.15,50620076.0,3.875,1.4,3.6,0.0
2.5749998,1.31275,1294.4625,0.0,0.0,816.35,0.0,265.2,0.0,0.0,0.0,0.0,35.7,0.0,0.6,0.0,1.0,1009.4,0.0,996.225,1002.6,0.0,0.0,77.275,1009.025,247.246,-14.94925,0.0,269.55,35.7,49879224.0,3.775,1.225,3.5749998,0.0
2.4250002,1.31675,1006.225,0.0,0.0,889.15,0.0,264.475,0.0,0.0,0.0,0.0,49.075,0.0,0.15,0.0,1.0,1009.625,0.0,996.45,1002.825,0.0,0.0,77.5,1009.25,260.11023,-21.37725,0.0,269.2,49.075,48965700.0,3.65,1.2,3.45,0.0
2.325,1.3197501,1182.375,0.0,0.0,1003.7,0.0,263.9,0.0,0.0,0.0,0.0,55.95,0.0,0.0,0.0,1.0,1009.825,0.0,996.625,1003.05,0.0,0.0,77.5,1009.45,273.422,-28.063,0.0,268.85,55.95,47614124.0,3.5,1.2,3.3,0.0
2.2,1.32375,1194.625,0.0,0.0,1125.825,0.0,263.375,0.0,0.0,0.0,0.0,47.1,0.0,0.0,0.0,1.0,1010.15,0.0,996.95,1003.375,0.0,0.0,78.175,1009.85,287.659,-34.6445,0.0,268.45,49.350002,46735450.0,3.35,1.125,3.15,0.0
2.125,1.327,1236.8,0.0,0.0,1286.75,0.0,262.95,0.0,0.0,0.0,0.0,64.45,0.0,0.0,0.0,1.0,1010.4,0.0,997.2,1003.65,0.0,0.0,79.85,1010.15,303.3805,-40.685,0.0,268.0,70.925,41415576.0,3.15,1.1,2.925,0.0
2.1,1.32925,2155.125,0.0,0.0,1092.125,0.0,262.625,0.0,0.0,0.0,0.0,76.375,0.0,0.0,0.0,1.0,1010.65,0.0,997.35,1003.8,0.0,0.0,81.6,1010.3,321.0935,-45.6405,0.0,267.4,85.85,36859476.0,2.775,1.05,2.575,0.0
2.05,1.3315,3369.8,0.0,0.0,208.775,0.0,262.525,0.0,0.0,0.0,0.0,54.7,0.0,0.0,0.0,1.0,1010.725,0.0,997.45,1003.9,0.0,0.0,83.425,1010.4,340.90952,-48.88625,0.0,266.925,70.7,37823150.0,2.1,0.675,1.975,0.0
2.0,1.3362501,3509.9175,0.0,0.0,1473.9,0.0,262.15,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,1.0,1010.7,0.0,997.4,1003.9,0.0,0.0,86.675,1010.4,182.092,-49.87625,0.0,266.5,68.225,32442024.0,1.6,0.45000002,1.5,0.0
1.9,1.3427501,28.4,0.0,0.0,1805.8501,0.0,261.5,0.0,0.0,0.0,0.0,42.05,0.0,0.55,0.0,1.0,1010.8,0.0,997.42505,1003.95,0.0,0.0,89.9,1010.5,21.59675,-48.5825,0.0,266.425,54.25,32300924.0,1.425,0.05,1.425,0.0
1.8,1.3427501,1884.55,0.0,0.0,4748.775,0.0,261.3,0.0,0.0,0.0,0.0,48.925,0.0,0.55,0.0,1.0,1010.7,0.0,997.3,1003.85,0.0,0.0,90.2,1010.4,41.17225,-45.09575,0.0,266.15,68.325,32178076.0,1.5,-0.2,1.45,0.0
1.8,1.3425,4987.45,0.0,0.0,3985.375,0.0,260.95,0.0,0.0,0.0,0.0,63.5,0.0,0.55,0.0,1.0,1010.375,0.0,996.95,1003.45,0.0,0.0,88.625,1010.025,58.6225,-39.97625,0.0,265.8,97.425,32616900.0,1.4,-0.6,1.275,0.0
1.7,1.34225,4488.55,0.0,0.0,2432.35,0.0,260.55,0.0,0.0,0.0,0.0,70.15,0.0,0.55,0.0,1.0,1009.575,0.0,996.05,1002.6,0.0,0.0,86.0,1009.15,74.13225,-33.84375,0.0,265.7,99.5,37877000.0,1.775,-1.5,0.85,0.0
1.7,1.3395,4409.55,0.0,0.0,3093.0999,0.0,260.3,0.0,0.0,0.0,0.0,79.525,0.0,0.55,0.0,1.0,1008.625,0.0,995.1,1001.6,0.0,0.0,81.8,1008.15,88.22775,-27.228,0.0,265.525,100.0,46867000.0,2.2,-2.1,0.6,0.0
1.7,1.338,6059.45,0.0,0.0,4972.8,0.0,260.1,0.0,0.0,0.0,0.0,71.5,0.0,0.55,0.0,1.0,1007.80005,0.0,994.35,1000.85,0.0,0.0,77.875,1007.35,101.4625,-20.5555,0.0,265.35,100.0,49300376.0,2.4,-2.35,0.55,0.0
