absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,wind_speed_w_1000hPa:ms,pv_measurement
3.45,1.2935,2302.15,1245292.1,401.42502,1786.85,0.0,268.59998,204.825,680034.75,18.475,116532.27,100.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1021.9,0.0,0.0,1005.825,1012.15,0.0,0.0,58.0,1018.5,250.0,0.2,0.0,0.005,0.1,130.14725,24.4045,0.1,272.95,100.0,41651.523,1.5,-1.45,-0.3,0.0,0.0
3.825,1.283,2870.15,1615197.9,490.95,1705.35,0.0,270.1,203.2,734484.5,7.0249996,45897.35,96.575,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1021.5,0.0,0.0,1005.55,1011.8,0.0,0.0,55.65,1018.1,250.0,0.15,0.0,0.052500002,0.1,146.12875,28.879,0.075,274.825,100.0,39149.875,1.1500001,-1.1500001,-0.1,0.0,0.0
4.8,1.2865,2976.2,119795.98,18.4,384.375,0.0,273.15002,9.6,58621.098,0.6,9051.475,91.375,24.0,0.0,0.0,4.55,0.0,0.0,1.0,0.75,1020.675,0.0,0.0,1004.775,1011.05,0.0,0.0,87.725,1017.375,250.0,0.1,0.0,0.022499999,0.075,212.67874,2.4145,0.1,274.1,94.7,23788.65,2.9,2.65,1.125,0.0,0.0
4.775,1.288,7132.7,24290.926,0.0,428.125,0.0,272.975,0.0,17332.1,0.0,1089.625,80.1,24.0,0.0,0.0,4.45,0.0,0.0,0.0,1.0,1020.65,0.0,0.0,1004.825,1011.075,0.0,0.0,87.15,1017.45,250.0,0.1,0.0,0.0175,0.0,226.17474,-1.84625,0.075,274.025,86.875,27478.125,3.1,2.0,2.3,0.0,0.0
4.6749997,1.2915,2605.7476,0.0,0.0,473.175,0.0,272.65,0.0,0.0,0.0,0.0,50.625,24.0,0.0,0.0,2.65,0.0,0.0,0.0,1.0,1020.3,0.0,0.0,1004.475,1010.75,0.0,0.0,86.45,1017.1,250.0,0.1,0.0,0.0,0.0,239.32675,-7.1865,0.0,273.84998,52.05,32970.4,3.45,1.425,3.15,0.0,0.0
4.55,1.293,2661.512,0.0,0.0,657.75,0.0,272.25,0.0,0.0,0.0,0.0,64.175,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.775,0.0,0.0,1003.95,1010.25,0.0,0.0,85.55,1016.575,250.0,0.1,0.0,0.0,0.0,252.30576,-13.30525,0.0,273.84998,71.05,41083.676,3.375,1.125,3.175,0.0,0.0
4.45,1.291,4267.025,0.0,0.0,2630.275,0.0,271.975,0.0,0.0,0.0,0.0,84.225,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1018.675,0.0,0.0,1002.875,1009.175,0.0,0.0,81.85,1015.525,250.0,0.1,0.0,0.0,0.0,265.39725,-19.88475,0.0,274.175,100.0,46403.9,2.85,-0.049999997,2.825,0.0,0.0
4.375,1.28975,6851.45,0.0,0.0,5523.2,0.0,271.725,0.0,0.0,0.0,0.0,63.050003,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.475,0.0,0.0,1001.775,1008.05,0.0,0.0,77.95,1014.375,250.0,0.05,0.0,0.0,0.0,278.9895,-26.5845,0.0,274.4,100.0,49022.65,2.875,-1.0,2.7,0.0,0.0
3.825,1.26325,2221.475,0.0,0.0,1981.3999,0.0,269.95,0.0,0.0,0.0,0.0,100.0,24.0,6.5,2.025,6.5,6.5,6.5,0.0,1.0,999.175,0.045,0.25,983.65,989.85,0.0,0.05,67.5,995.975,250.0,0.15,0.0,0.005,1.175,61.11375,-35.339752,0.22500001,275.025,100.0,5736.2,7.3250003,-1.55,7.1749997,-0.1,0.0
3.85,1.2565,2064.425,0.0,0.0,1788.725,0.0,270.1,0.0,0.0,0.0,0.0,97.55,24.0,6.5,0.0,6.5,5.875,6.5,0.0,1.0,996.5,0.0,0.0,981.125,987.25,0.0,0.075,63.625,993.4,250.0,0.4,0.0,0.0175,0.52500004,76.1405,-29.09775,0.25,276.0,99.125,9441.625,7.225,-1.1750001,7.1499996,-0.1,0.0
3.8,1.2515,2122.0,0.0,0.0,1867.725,0.0,269.875,0.0,0.0,0.0,0.0,95.05,24.0,6.5,0.0,6.5,2.025,6.5,0.0,1.0,994.69995,0.0,0.0,979.35,985.44995,0.0,0.0,58.325,991.55005,250.0,0.5,0.0,0.022499999,0.1,90.01375,-22.442501,0.25,276.925,97.425,37033.625,6.8,-0.875,6.7,-0.025,0.0
3.8,1.24875,2336.15,0.0,0.0,1571.925,0.0,270.0,0.0,0.0,0.0,0.0,88.25,24.0,6.5,0.0,6.5,0.0,6.5,0.0,1.0,994.0,0.0,0.0,978.7,984.8,0.0,0.0,57.175003,990.9,250.0,0.4,0.0,0.03,0.025,103.22575,-15.7815,0.375,277.425,92.075,49713.727,6.15,-0.15,6.125,0.0,0.0
4.0,1.2495,3250.25,0.0,0.0,1596.0,0.0,270.6,0.0,0.0,0.0,0.0,76.35,24.0,6.5,0.0,6.5,0.0,5.875,0.0,1.0,993.8,0.0,0.0,978.55,984.65,0.0,0.0,62.225,990.75,250.0,0.1,0.0,0.0075,0.05,116.195496,-9.4675,0.025,277.25,79.925,21637.275,5.875,0.3,5.875,0.0,0.0
2.85,1.284,2605.7476,0.0,0.0,3681.2,-1.0,266.325,0.0,0.0,0.0,0.0,10.05,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,996.95,0.0,0.0,981.4,987.65,7.975,0.0,71.325,993.925,250.0,0.1,0.0,0.0,0.0,110.238754,-12.4655,0.0,272.75,12.5,50455.824,2.55,-1.95,1.625,0.0,0.0
2.9,1.2822499,2605.7476,0.0,0.0,3640.9,-1.0,266.675,0.0,0.0,0.0,0.0,21.525,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,996.8,0.0,0.0,981.225,987.475,13.2,0.0,73.325,993.725,250.0,0.9,0.0,0.0,0.0,123.21025,-6.47425,0.0,273.075,21.725,51289.0,2.4,-2.05,1.175,0.0,0.0
2.9250002,1.282,2605.7476,198.75,0.7,3307.675,-1.0,266.65,0.775,1408.3,0.0,0.0,22.225,24.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,996.775,0.0,0.0,981.1,987.35,13.375,0.0,75.75,993.6,250.0,0.9,0.0,0.0,0.0,136.39,-1.32025,0.0,272.975,22.225,51907.1,2.4,-2.25,0.8,0.0,0.0
3.0,1.2795,3117.7368,31488.426,20.925,2800.6,-0.75,266.925,18.925,35478.35,0.0,0.0,40.2,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,996.6,0.0,0.0,980.875,987.1,6.9,0.0,76.3,993.375,250.0,0.9,0.0,0.0,0.0,149.925,2.70325,0.0,273.0,40.2,52503.227,2.55,-2.5,0.6,0.0,0.0
3.1,1.2735,3223.075,125854.375,48.225,2667.45,0.0,267.3,39.1,104440.2,17.075,30777.275,76.975,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,996.375,0.0,0.0,980.65,986.85,0.0,0.0,72.475,993.1,250.0,0.9,0.0,0.0,0.0,163.82526,5.33875,0.0,273.375,76.975,54923.273,2.85,-2.65,1.075,0.0,0.0
3.225,1.2665,3299.2002,205249.97,62.425,2696.075,0.0,267.775,47.325,155570.22,21.375,69237.42,82.825,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,996.05,0.0,0.0,980.45,986.55,0.0,0.0,67.9,992.75,250.0,0.9,0.0,0.0,0.0,177.9715,6.40025,0.0,273.9,86.925,56731.574,3.45,-3.05,1.725,0.0,0.0
3.325,1.2635,4672.55,216802.33,54.3,2973.95,0.0,268.075,42.8,162271.97,24.95,83373.75,78.575,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,995.375,0.0,0.0,979.80005,985.94995,0.0,0.0,66.45,992.15,250.0,0.6,0.0,0.0,0.0,192.151,5.80825,0.0,274.2,97.025,56812.08,3.575,-3.275,1.5,0.0,0.0
3.4,1.263,6349.7,152942.8,29.075,3609.625,0.0,268.425,30.25,131534.03,2.925,50156.2,65.55,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,994.55,0.0,0.0,979.0,985.15,0.0,0.0,68.55,991.325,250.0,0.1,0.0,0.0,0.0,206.13925,3.60725,0.0,274.2,98.95,56009.875,3.275,-3.2,0.47500002,0.0,0.0
3.35,1.266,6086.85,55136.074,3.8000002,4017.55,0.0,268.25,4.125,61889.65,0.0,5242.6,57.6,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,994.1,0.0,0.0,978.4,984.6,0.0,0.0,70.475,990.8,250.0,0.1,0.0,0.0,0.0,219.78325,-0.043500006,0.0,273.75,99.175,53849.3,3.35,-3.325,-0.25,0.0,0.0
3.275,1.26925,5858.25,2328.875,0.0,3220.3,0.0,267.95,0.0,7427.525,0.0,0.0,70.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,993.5,0.0,0.0,977.85,984.05,0.0,0.0,71.9,990.25,250.0,0.1,0.0,0.0,0.0,233.05525,-4.9032497,0.0,273.475,99.85,51544.35,3.65,-3.65,-0.525,0.0,0.0
3.2,1.27,5652.55,0.0,0.0,2378.0,0.0,267.725,0.0,0.0,0.0,0.0,86.15,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,992.9,0.0,0.0,977.425,983.6,0.0,0.0,71.3,989.8,250.0,0.1,0.0,0.0,0.0,246.064,-10.68675,0.0,273.425,99.85,50903.676,4.0,-3.925,-0.65,0.0,0.0
3.2,1.2675,4738.675,0.0,0.0,2056.55,0.0,267.7,0.0,0.0,0.0,0.0,96.875,24.0,0.05,0.05,0.05,0.05,0.05,0.0,1.0,992.375,0.0,0.0,976.925,983.05,0.0,0.0,69.3,989.25,250.0,0.1,0.0,0.0,0.075,259.0435,-17.085,0.0,273.65,100.0,50097.676,4.2,-4.2,-0.5,0.0,0.0
3.275,1.263,3454.75,0.0,0.0,1873.3,0.0,267.95,0.0,0.0,0.0,0.0,100.0,24.0,0.475,0.4,0.475,0.475,0.475,0.0,1.0,991.9,0.0,0.0,976.425,982.575,0.0,0.0,66.35,988.75,250.0,0.025,0.0,0.0,0.175,272.33624,-23.77125,0.0,274.15,100.0,46122.703,4.575,-4.55,-0.1,0.0,0.0
3.3,1.2485,3064.15,0.0,0.0,1421.125,0.0,268.05,0.0,0.0,0.0,0.0,100.0,24.0,1.375,0.0,1.85,0.0,0.0,0.0,1.0,981.525,0.0,0.0,966.175,972.25,0.0,0.0,66.0,978.35,250.0,0.15,0.0,0.0,1.7,110.076996,-12.29875,0.1,274.425,100.0,20026.55,5.2,-5.1749997,-0.375,0.0,0.0
3.3,1.245,3014.125,0.0,0.0,1498.725,0.0,268.1,0.0,0.0,0.0,0.0,99.85,24.0,0.825,0.0,1.85,0.0,0.0,0.0,1.0,980.35,0.0,0.0,965.0,971.075,0.0,0.0,64.8,977.175,250.0,0.35000002,0.0,0.0,0.975,123.060745,-6.2995,0.125,274.75,100.0,33185.55,5.2,-5.2,0.15,0.0,0.0
3.325,1.242,2735.875,296.8,1.05,1271.975,0.0,268.075,0.6,1080.625,0.0,0.0,99.5,24.0,0.65,0.0,1.85,0.0,0.0,0.25,1.0,979.2,0.0,0.0,963.9,969.975,0.0,0.0,63.4,976.0,250.0,0.375,0.0,0.0,0.3,136.255,-1.1345,0.1,275.15,100.0,47706.047,4.9,-4.9,-0.25,0.0,0.0
3.4250002,1.23925,2579.625,35482.95,22.65,1014.95,0.0,268.45,11.75,22242.926,0.0,0.0,98.575005,24.0,0.22500001,0.0,1.85,0.0,0.0,1.0,1.0,978.375,0.0,0.0,963.075,969.125,0.0,0.0,63.275,975.175,250.0,0.3,0.0,0.0,0.1,149.8075,2.9005,0.1,275.6,100.0,53073.75,4.6,-4.6,-0.275,0.0,0.0
4.3,1.2645,2605.7476,195671.16,39.1,3610.325,0.0,271.45,31.875,156718.33,14.75,59468.85,45.2,24.0,1.4,0.0,1.4,0.0,0.55,1.0,0.25,994.65,0.0,0.0,979.15,985.3,0.0,0.0,83.75,991.5,250.0,0.2,0.0,0.0,0.0,206.08525,4.5545,0.0,276.2,56.4,43108.6,1.825,0.35000002,1.8,0.0,0.0
4.2,1.2685,1539.5869,82446.92,8.125,939.95,0.0,271.225,7.075,70092.43,0.0,26587.426,50.4,24.0,1.4,0.0,1.4,0.0,0.125,0.75,1.0,995.175,0.0,0.0,979.725,985.9,0.0,0.0,85.875,992.1,250.0,0.2,0.0,0.0,0.0,219.82275,0.9045,0.0,276.125,57.475,41509.625,2.275,0.4,2.225,0.0,0.0
4.025,1.2725,1232.65,7084.4,0.0,1019.15,0.0,270.8,0.0,12747.025,0.0,0.0,63.2,24.0,1.4,0.0,1.4,0.0,0.0,0.0,1.0,995.75,0.0,0.0,980.325,986.525,0.0,0.0,85.075,992.75,250.0,0.2,0.0,0.0,0.0,233.17125,-3.9620001,0.0,275.8,65.1,41843.85,2.475,0.32500002,2.45,0.0,0.0
3.8,1.278,1313.4,0.0,0.0,1129.9,-0.25,270.125,0.0,0.0,0.0,0.0,43.125,24.0,1.4,0.0,1.4,0.0,0.0,0.0,1.0,996.025,0.0,0.0,980.6,986.8,3.35,0.0,84.6,993.05,250.0,0.2,0.0,0.0,0.0,246.2385,-9.75375,0.0,275.25,43.125,40198.824,2.525,0.375,2.5,0.0,0.0
3.3,1.287,2605.7476,0.0,0.0,1142.4,-1.0,268.35,0.0,0.0,0.0,0.0,1.5,24.0,1.025,0.0,1.4,0.0,0.0,0.0,1.0,996.1,0.0,0.0,980.7,986.95,14.900001,0.0,86.1,993.225,250.0,0.2,0.0,0.0,0.0,259.25775,-16.158749,0.0,274.7,1.5,40123.15,2.4250002,0.525,2.35,0.0,0.0
2.975,1.294,2605.7476,0.0,0.0,1160.4,-1.0,267.025,0.0,0.0,0.0,0.0,5.85,24.0,0.75,0.0,1.4,0.0,0.0,0.0,1.0,996.5,0.0,0.0,981.075,987.35,18.675,0.0,86.45,993.65,250.0,0.625,0.0,0.0,0.0,272.5685,-22.84675,0.0,274.25,5.85,40232.0,2.45,0.6,2.375,0.0,0.0
2.85,1.29725,2605.7476,0.0,0.0,1209.65,-1.0,266.55,0.0,0.0,0.0,0.0,12.2,24.0,0.55,0.0,1.4,0.0,0.0,0.0,1.0,997.05,0.0,0.0,981.6,987.9,22.2,0.0,85.475,994.2,250.0,1.3,0.0,0.0,0.0,286.60074,-29.457249,0.0,273.575,12.2,36603.523,2.45,0.55,2.4,0.0,0.0
2.625,1.303,2605.7476,0.0,0.0,1266.125,-1.0,265.55,0.0,0.0,0.0,0.0,11.55,24.0,0.125,0.0,1.4,0.0,0.0,0.0,1.0,997.55,0.0,0.0,982.05,988.35,26.4,0.0,85.45,994.725,250.0,1.3,0.0,0.0,0.0,301.8405,-35.57025,0.0,272.7,11.55,29891.025,2.1,0.475,2.075,0.0,0.0
2.375,1.3097501,2605.7476,0.0,0.0,1325.85,-1.0,264.3,0.0,0.0,0.0,0.0,10.674999,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,997.95,0.0,0.0,982.45,988.75,33.9,0.0,86.15,995.15,250.0,1.3,0.0,0.0,0.0,318.728,-40.6835,0.0,271.975,10.674999,30074.225,1.9,0.375,1.9,0.0,0.0
2.125,1.3165,2605.7476,0.0,0.0,859.525,-1.0,263.05,0.0,0.0,0.0,0.0,5.65,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,998.325,0.0,0.0,982.75,989.1,42.975,0.0,87.4,995.5,250.0,1.3,0.0,0.0,0.0,337.40924,-44.229248,0.0,271.325,5.65,34158.977,1.9,0.25,1.9,0.0,0.0
1.95,1.3225,673.1119,0.0,0.0,28.9,-1.0,262.05,0.0,0.0,0.0,0.0,3.2,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,998.65,0.0,0.0,983.05,989.45,47.85,0.0,88.9,995.85,250.0,1.3,0.0,0.0,0.0,267.4055,-45.691,0.0,270.8,3.2,38407.574,1.8499999,0.2,1.8499999,0.0,0.0
1.9,1.325,28.9,0.0,0.0,31.375,-1.0,261.7,0.0,0.0,0.0,0.0,2.2,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,999.05,0.0,0.0,983.4,989.825,48.4,0.0,90.275,996.275,250.0,1.3499999,0.0,0.0,0.0,16.14925,-44.71075,0.0,270.55,2.2,37291.4,1.9,0.15,1.9,0.0,0.0
1.9,1.325,28.925,0.0,0.0,33.25,-1.0,261.7,0.0,0.0,0.0,0.0,1.925,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,999.375,0.0,0.0,983.75,990.15,44.65,0.0,91.0,996.55,250.0,1.5,0.0,0.0,0.0,35.30275,-41.80075,0.0,270.525,1.925,35215.176,1.975,0.2,1.95,0.0,0.0
1.875,1.326,28.775,0.0,0.0,28.575,-1.0,261.575,0.0,0.0,0.0,0.0,2.325,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,999.675,0.0,0.0,984.025,990.45,37.65,0.0,91.225,996.9,250.0,1.5,0.0,0.0,0.0,52.754997,-37.14175,0.0,270.025,2.325,34672.6,1.8,0.32500002,1.8,0.0,0.0
1.8,1.32875,28.6,0.0,0.0,31.550001,-1.0,261.075,0.0,0.0,0.0,0.0,3.45,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,999.9,0.0,0.0,984.2,990.65,34.575,0.0,91.1,997.1,250.0,1.5,0.0,0.0,0.0,68.47925,-31.30125,0.0,269.425,3.45,35746.074,1.6,0.15,1.6,0.0,0.0
1.7,1.33175,28.8,0.0,0.0,36.25,-1.0,260.575,0.0,0.0,0.0,0.0,2.4,24.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,984.3,990.8,36.175003,0.0,91.1,997.225,250.0,1.5,0.0,0.0,0.0,82.8485,-24.80625,0.0,269.34998,2.4,36266.273,1.525,-0.05,1.525,0.0,0.0
1.6750001,1.33375,28.875,0.0,0.0,34.7,-1.0,260.25,0.0,0.0,0.0,0.0,2.625,24.0,0.0,0.0,1.025,0.0,0.0,0.0,1.0,1000.07495,0.0,0.0,984.375,990.825,37.75,0.0,91.225,997.3,250.0,1.5,0.0,0.0,0.0,96.34825,-18.10175,0.0,269.34998,2.625,36101.926,1.55,0.075,1.55,0.0,0.0
1.6500001,1.33425,28.75,0.0,0.0,30.875,-1.0,260.175,0.0,0.0,0.0,0.0,3.1,24.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1000.25,0.0,0.0,984.55,991.05,38.425,0.0,89.1,997.525,250.0,0.85,0.0,0.0,0.0,109.42975,-11.56425,0.0,269.15,3.1,36378.324,1.525,0.05,1.525,0.0,0.0
2.0,1.3165,76.325,279525.2,71.2,80.6,0.0,262.2,46.825,166349.34,36.800003,136950.05,8.525,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1002.3,0.0,0.0,986.3,992.7,0.0,0.0,78.35,999.1,250.0,0.075,0.0,0.0,0.0,191.9605,6.99125,0.0,268.925,8.525,48489.926,1.05,0.05,1.05,0.0,0.0
1.95,1.3155,155.2,207801.88,41.95,129.65,0.0,261.875,30.475,139157.22,26.9,114721.625,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1002.3,0.0,0.0,986.375,992.775,0.0,0.0,76.35,999.225,250.0,0.4,0.0,0.0,0.0,206.082,4.804,0.0,269.45,0.0,50512.1,1.375,0.0,1.375,0.0,0.0
1.775,1.32075,2605.7476,90609.33,9.55,255.95,0.0,260.725,7.75,68816.45,0.0,48437.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1002.475,0.0,0.0,986.55,992.95,0.0,0.0,76.55,999.45,250.0,0.4,0.0,0.0,0.0,219.844,1.15325,0.0,269.85,0.0,49701.15,1.725,0.075,1.725,0.0,0.0
1.6750001,1.3299999,2605.7476,8884.675,0.0,334.775,0.0,260.075,0.0,13952.85,0.0,0.0,1.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002.6,0.0,0.0,986.8,993.25,0.0,0.0,79.825005,999.75,250.0,0.4,0.0,0.0,0.0,233.21275,-3.7154999,0.0,270.15002,1.2,46381.477,1.95,0.0,1.95,0.0,0.0
1.6,1.3362501,2605.7476,0.0,0.0,522.375,-0.25,259.95,0.0,0.0,0.0,0.0,13.025,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002.7,0.0,0.0,986.925,993.4,10.85,0.0,83.1,999.9,250.0,0.4,0.0,0.0,0.0,246.2955,-9.51,0.0,270.34998,14.9,41741.6,1.975,0.0,1.975,0.0,0.0
1.6750001,1.33575,1339.4869,0.0,0.0,640.25,-1.0,260.4,0.0,0.0,0.0,0.0,42.475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002.875,0.0,0.0,987.15,993.625,47.050003,0.0,85.075,1000.125,250.0,0.4,0.0,0.0,0.0,259.325,-15.917,0.0,270.6,47.425,36389.125,1.825,0.025,1.825,0.0,0.0
1.8,1.33225,3376.775,0.0,0.0,420.05,-1.0,260.925,0.0,0.0,0.0,0.0,62.699997,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.25,0.0,0.0,987.45,993.925,49.8,0.0,85.850006,1000.4,250.0,0.525,0.0,0.0,0.0,272.6405,-22.60575,0.0,270.575,70.575,29797.8,1.75,0.1,1.75,0.0,0.0
1.8,1.33075,5030.6,0.0,0.0,397.2,-1.0,261.125,0.0,0.0,0.0,0.0,64.025,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.85,0.0,0.0,988.05,994.45,52.05,0.0,84.6,1000.95,250.0,0.7,0.0,0.0,0.0,286.67075,-29.21525,0.0,270.3,72.65,28864.701,1.8,0.2,1.775,0.0,0.0
1.875,1.3275,971.25,0.0,0.0,409.1,-1.0,261.45,0.0,0.0,0.0,0.0,75.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1004.175,0.0,0.0,988.35,994.8,53.95,0.0,82.125,1001.25,250.0,0.7,0.0,0.0,0.0,301.8985,-35.325,0.0,270.32498,76.75,34612.8,1.6750001,0.275,1.6500001,0.0,0.0
1.95,1.3217499,1036.1,0.0,0.0,441.65,-1.0,262.05,0.0,0.0,0.0,0.0,88.15,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1004.4,0.0,0.0,988.55,994.95,46.375,0.0,80.6,1001.42505,250.0,0.7,0.0,0.0,0.0,318.75876,-40.43475,0.05,270.2,88.275,43549.9,1.575,0.425,1.5,0.0,0.0
2.15,1.31375,1096.075,0.0,0.0,569.25,-1.0,263.1,0.0,0.0,0.0,0.0,92.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1004.6,0.0,0.0,988.8,995.2,18.725,0.0,78.95,1001.6,250.0,0.7,0.0,0.0,0.0,337.39502,-43.97975,0.1,270.1,93.35,47144.6,1.575,0.7,1.4,0.0,0.0
2.3,1.31,1088.9,0.0,0.0,680.7,0.0,263.6,0.0,0.0,0.0,0.0,78.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1004.825,0.0,0.0,989.075,995.425,0.0,0.0,77.75,1001.8,250.0,0.7,0.0,0.0,0.0,267.33426,-45.4465,0.0,270.25,84.125,46133.3,1.75,0.775,1.575,0.0,0.0
2.35,1.3065,1354.4869,0.0,0.0,622.7,0.0,264.05,0.0,0.0,0.0,0.0,79.475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.0,0.0,0.0,989.2,995.57495,0.0,0.0,77.575,1001.92505,250.0,0.8,0.0,0.0,0.05,16.031,-44.47025,0.0,270.625,87.425,40604.477,1.9749999,0.55,1.9,0.0,0.0
2.5,1.302,937.4,0.0,0.0,639.675,0.0,264.8,0.0,0.0,0.0,0.0,81.825,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.025,0.0,0.0,989.25,995.57495,0.0,0.0,78.525,1001.92505,250.0,0.95,0.0,0.0,0.075,35.144753,-41.574753,0.025,271.05,85.9,35949.25,2.25,0.3,2.25,0.0,0.0
2.5,1.3075,2605.7476,0.0,0.0,812.9,0.0,264.725,0.0,0.0,0.0,0.0,23.175,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.05,0.0,0.0,989.375,995.725,0.0,0.0,81.0,1002.1,250.0,1.0,0.0,0.0,0.0,52.57725,-36.930252,0.0,271.5,30.775,45381.1,2.4,0.4,2.375,0.0,0.0
2.4,1.31075,2605.7476,0.0,0.0,1071.65,-0.25,264.525,0.0,0.0,0.0,0.0,15.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.225,0.0,0.0,989.55,995.925,0.325,0.0,83.25,1002.3,250.0,1.0,0.0,0.0,0.0,68.2965,-31.1,0.0,271.65002,21.4,40900.375,2.575,0.425,2.525,0.0,0.0
2.4,1.31325,2605.7476,0.0,0.0,970.25,-1.0,264.4,0.0,0.0,0.0,0.0,9.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.4,0.0,0.0,989.7,996.1,5.2749996,0.0,84.6,1002.5,250.0,1.0,0.0,0.0,0.0,82.66925,-24.610249,0.0,271.775,12.85,32740.799,2.775,0.5,2.7,0.0,0.0
2.4,1.31425,2605.7476,0.0,0.0,235.9,-1.0,264.34998,0.0,0.0,0.0,0.0,5.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.475,0.0,0.0,989.8,996.2,6.525,0.0,84.95,1002.6,250.0,1.0,0.0,0.0,0.0,96.1765,-17.90575,0.0,271.8,6.0,31592.95,2.775,0.5,2.7,0.0,0.0
2.325,1.315,2605.7476,0.0,0.0,72.2,-1.0,263.95,0.0,0.0,0.0,0.0,3.275,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.6,0.0,0.0,989.92505,996.3,5.775,0.0,83.625,1002.7,250.0,0.7,0.0,0.0,0.0,109.26875,-11.36425,0.0,271.65,4.6,37653.45,2.8,0.45,2.75,0.0,0.0
2.2,1.314,2605.7476,0.0,0.0,163.75,-1.0,263.5,0.0,0.0,0.0,0.0,1.425,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1005.7,0.0,0.0,989.9,996.275,4.525,0.0,81.4,1002.675,250.0,0.2,0.0,0.0,0.0,122.316,-5.32525,0.0,271.5,1.675,47527.227,2.85,0.32500002,2.85,0.0,0.0
2.2,1.31225,2605.7476,2323.775,3.95,181.325,-1.0,263.425,3.675,6590.4004,0.0,0.0,2.4499998,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1005.92505,0.0,0.0,990.05,996.425,2.525,0.0,80.05,1002.85,250.0,0.2,0.0,0.0,0.0,135.58875,-0.10825002,0.0,271.725,4.175,49463.0,2.725,0.2,2.7,0.0,0.0
